"iso3c","year","wage_min_mean","wage_min_median","rminwage","mean_wage"
"NZL","1969",0.601851,0.6701,13915.93,NA
"NZL","1970",0.541666,0.6018,13064.5,NA
"NZL","1971",0.478723,0.5357,12290.31,NA
"NZL","1972",0.429936,0.4787,11493.49,NA
"NZL","1973",0.628491,0.6987,17709.54,NA
"NZL","1974",0.58173,0.647,17143.1,NA
"NZL","1975",0.583829,0.6471,16949.29,NA
"NZL","1976",0.573207,0.6382,16051.48,NA
"NZL","1977",0.534966,0.5941,14876.03,NA
"NZL","1978",0.547106,0.6084,15214.09,NA
"NZL","1979",0.487784,0.5427,13983.33,NA
"NZL","1980",0.429122,0.4771,12414.76,NA
"NZL","1981",0.363957,0.4055,11064.61,NA
"NZL","1982",0.325077,0.3614,9727.25,NA
"NZL","1983",0.3125,0.3476,9062,NA
"NZL","1984",0.299145,0.3328,8535.27,NA
"NZL","1985",0.401844,0.4465,10720.13,NA
"NZL","1986",0.478603,0.5323,13192.37,NA
"NZL","1987",0.510406,0.5678,13799.92,NA
"NZL","1988",0.492511,0.5479,14083.13,NA
"NZL","1989",0.477685,0.5317,13787.16,NA
"NZL","1990",0.463756,0.516,13369.67,29942.7024625715
"NZL","1991",0.467225,0.5203,13418.15,28739.1384763748
"NZL","1992",0.459864,0.5117,13283.38,29991.0819866168
"NZL","1993",0.460555,0.5125,13114.44,30796.0911546109
"NZL","1994",0.453737,0.5047,12889.47,31370.3159288711
"NZL","1995",0.447804,0.498,12618.02,31201.7715462916
"NZL","1996",0.430508,0.4788,12589.64,31738.4589922003
"NZL","1997",0.459387,0.5111,13513.15,32599.9784640774
"NZL","1998",0.445009,0.4895,13546.2,32105.1633422812
"NZL","1999",0.431565,0.4827,13561.7,31655.0430903883
"NZL","2000",0.451788,0.5033,14070.21,31805.8882916802
"NZL","2001",0.449063,0.5113,14117.94,32391.3890307301
"NZL","2002",0.456846,0.5159,14221.9,33005.0187169573
"NZL","2003",0.460735,0.5306,14766.65,34210.6601277715
"NZL","2004",0.467614,0.5326,15277.71,35419.5669440743
"NZL","2005",0.472809,0.544,15689.26,36022.3393063433
"NZL","2006",0.491707,0.56,16284.21,36253.3558744838
"NZL","2007",0.493716,0.5735,17366.63,38387.9337776155
"NZL","2008",0.505132,0.5905,17939.19,37964.8153223202
"NZL","2009",0.514333,0.5909,18404.07,38433.3498724229
"NZL","2010",0.506586,0.588,18444.22,38802.789479554
"NZL","2011",0.503697,0.5881,18079.43,38803.5873328321
"NZL","2012",0.510102,0.5946,18494.79,39621.7161049065
"NZL","2013",0.505166,0.5913,18714.61,39110.6008023047
"NZL","2014",0.508499,0.5985,19078.6,39419.0831760586
"NZL","2015",0.510111,0.6005,19696.29,40255.7309157625
"NZL","2016",0.513926,0.6052,20238.88,41765.0028053215
"NZL","2017",0.518407,0.6037,20528.01,41953.5862244395
"NZL","2018",0.523128,0.6139,20932.45,42324.8742039956
"POL","1989",0.081851,0.097,NA,NA
"POL","1990",0.139534,0.1674,NA,NA
"POL","1991",0.334391,0.3997,NA,NA
"POL","1992",0.395136,0.4725,4235.42,NA
"POL","1993",0.38915,0.4647,4549.68,NA
"POL","1994",0.391459,0.4678,4597.02,NA
"POL","1995",0.400244,0.4781,4762.53,15917.7659879464
"POL","1996",0.435427,0.4756,4934.58,17168.8975533088
"POL","1997",0.418994,0.4764,5180.33,18059.0174469952
"POL","1998",0.383332,0.4538,5393.42,18603.1735646349
"POL","1999",0.293282,0.355,5359.86,20049.7532155084
"POL","2000",0.326988,0.3964,6234.84,20130.7298068362
"POL","2001",0.342875,0.4162,6659.78,21338.88470798
"POL","2002",0.340837,0.4174,6535.27,21281.9734006313
"POL","2003",0.349497,0.431,6832.58,21543.2441574525
"POL","2004",0.347896,0.4319,6807.29,21120.4841769855
"POL","2005",0.338786,0.4213,6863.93,21062.7063054728
"POL","2006",0.338717,0.4219,7175.98,21203.0840369347
"POL","2007",0.320657,0.3961,7292.02,21878.2248477501
"POL","2008",0.348383,0.4265,8421.49,23045.009955646
"POL","2009",0.374553,0.4586,9194.39,22998.9590715261
"POL","2010",0.371666,0.453,9251.08,23652.3265080117
"POL","2011",0.371056,0.4523,9339.81,23654.2080691834
"POL","2012",0.385037,0.4815,9760.51,23445.5055941532
"POL","2013",0.39626,0.4955,10308.95,23712.9624695206
"POL","2014",0.408986,0.5103,10818.57,24195.8483796721
"POL","2015",0.41095,0.5128,11368.73,24726.1254227733
"POL","2016",0.425604,0.5269,12098.8,25956.369952434
"POL","2017",0.435991,0.5398,12813.77,27057.9570942089
"POL","2018",0.428734,0.5308,13214.88,29109.0437588983
"PRT","1974",NA,NA,10041.1,NA
"PRT","1975",0.456719,0.6506,9788.67,NA
"PRT","1976",0.395091,0.5631,8715.86,NA
"PRT","1977",0.376786,0.5362,7484.04,NA
"PRT","1978",0.381284,0.5425,7419.81,NA
"PRT","1979",0.379381,0.5402,6932.23,NA
"PRT","1980",0.39029,0.5554,7661.03,NA
"PRT","1981",0.384888,0.548,7702.35,NA
"PRT","1982",0.367354,0.5228,7186.36,NA
"PRT","1983",0.375438,0.5343,7041.05,NA
"PRT","1984",0.3848,0.5479,6581.21,NA
"PRT","1985",0.386834,0.5506,6780.39,NA
"PRT","1986",0.383596,0.5461,7073.51,NA
"PRT","1987",0.374417,0.533,7226.11,NA
"PRT","1988",0.359943,0.5123,7084.01,NA
"PRT","1989",0.347294,0.4944,7106.96,NA
"PRT","1990",0.343563,0.4891,7118.88,NA
"PRT","1991",0.344646,0.4906,7292.13,NA
"PRT","1992",0.335874,0.4781,7386.19,NA
"PRT","1993",0.343505,0.4889,7367.73,NA
"PRT","1994",0.339215,0.4829,7269.05,NA
"PRT","1995",0.337727,0.4807,7345.87,23489.9896161478
"PRT","1996",0.333287,0.4744,7484.87,24356.8400168089
"PRT","1997",0.315318,0.4489,7609.74,24992.6620632471
"PRT","1998",0.313044,0.4456,7707.23,25308.9772925959
"PRT","1999",0.32017,0.4558,9137.61,26168.5459308054
"PRT","2000",0.32043,0.4562,9246.52,26532.4583240635
"PRT","2001",0.317891,0.4525,9303.69,26648.6726890496
"PRT","2002",0.330355,0.4703,9351.65,26635.8007282067
"PRT","2003",0.326765,0.4652,9283.61,26566.2944233077
"PRT","2004",0.328062,0.467,9285.34,26612.1169240383
"PRT","2005",0.325864,0.4639,9317.32,26458.8626132083
"PRT","2006",0.325516,0.474,9301.71,25886.1510759711
"PRT","2007",0.327496,0.4769,9486.27,26068.6322528145
"PRT","2008",0.333764,0.486,9774.59,25983.937558558
"PRT","2009",0.342463,0.4987,10412.26,27184.2332455125
"PRT","2010",0.359323,0.5278,10838.77,27080.3018475697
"PRT","2011",0.358947,0.5272,10676.8,26436.5001695017
"PRT","2012",0.35533,0.5219,10388.68,25294.1888121475
"PRT","2013",0.355905,0.5227,10360.25,25813.878459942
"PRT","2014",0.392067,0.5486,10389.15,25360.0758250526
"PRT","2015",0.402798,0.5636,10765.17,25307.314624374
"PRT","2016",0.418464,0.5856,11229.76,25349.7864073952
"PRT","2017",0.429893,0.6016,11642.51,25288.7214986397
"PRT","2018",0.438781,0.614,12004.09,25487.063695971
"ROU","1960",0.318261,0.4131,NA,NA
"ROU","1961",0.310233,0.4026,NA,NA
"ROU","1962",0.344407,0.447,NA,NA
"ROU","1963",0.324531,0.4212,NA,NA
"ROU","1964",0.31181,0.4047,NA,NA
"ROU","1965",0.304702,0.3955,NA,NA
"ROU","1966",0.316978,0.4114,NA,NA
"ROU","1967",0.342551,0.4446,NA,NA
"ROU","1968",0.381122,0.4947,NA,NA
"ROU","1969",0.366724,0.476,NA,NA
"ROU","1970",0.369595,0.4797,NA,NA
"ROU","1971",0.369537,0.4796,NA,NA
"ROU","1972",0.399164,0.5181,NA,NA
"ROU","1973",0.434732,0.5642,NA,NA
"ROU","1974",0.433106,0.5621,NA,NA
"ROU","1975",0.438499,0.5691,NA,NA
"ROU","1976",0.415165,0.5388,NA,NA
"ROU","1977",0.387909,0.5035,NA,NA
"ROU","1978",0.34786,0.4515,NA,NA
"ROU","1979",0.356751,0.463,NA,NA
"ROU","1980",0.37343,0.4847,NA,NA
"ROU","1981",0.357099,0.4635,NA,NA
"ROU","1982",0.330949,0.4295,NA,NA
"ROU","1983",0.325812,0.4229,NA,NA
"ROU","1984",0.316138,0.4103,NA,NA
"ROU","1985",0.310268,0.4027,NA,NA
"ROU","1986",0.307274,0.3988,NA,NA
"ROU","1987",0.305433,0.3964,NA,NA
"ROU","1988",0.347487,0.451,NA,NA
"ROU","1989",0.384108,0.4985,NA,NA
"ROU","1990",0.338896,0.4398,NA,NA
"ROU","1991",0.388932,0.5048,NA,NA
"ROU","1992",0.304832,0.3956,NA,NA
"ROU","1993",0.254634,0.3305,NA,NA
"ROU","1994",0.220709,0.2864,NA,NA
"ROU","1995",0.178601,0.2318,NA,NA
"ROU","1996",0.134242,0.1742,NA,NA
"ROU","1997",0.201433,0.2614,NA,NA
"ROU","1998",0.19863,0.2578,NA,NA
"ROU","1999",0.187063,0.2428,NA,NA
"ROU","2000",0.195235,0.2534,NA,NA
"ROU","2001",0.286426,0.3717,NA,NA
"ROU","2002",0.285531,0.3706,NA,NA
"ROU","2003",0.349136,0.4579,NA,NA
"ROU","2004",0.33418,0.4383,NA,NA
"ROU","2005",0.316649,0.4153,NA,NA
"ROU","2006",0.27939,0.3714,NA,NA
"ROU","2007",0.262803,0.3808,NA,NA
"ROU","2008",0.282392,0.4065,NA,NA
"ROU","2009",0.317124,0.4351,NA,NA
"ROU","2010",0.31514,0.4264,NA,NA
"ROU","2011",0.331191,0.4548,NA,NA
"ROU","2012",0.32543,0.4525,NA,NA
"ROU","2013",0.348536,0.477,NA,NA
"ROU","2014",0.375418,0.5138,NA,NA
"ROU","2015",0.401115,0.549,NA,NA
"ROU","2016",0.407257,0.5574,NA,NA
"ROU","2017",0.435875,0.5966,NA,NA
"ROU","2018",0.426596,0.5839,NA,NA
"RUS","2000",NA,NA,331.44,NA
"RUS","2001",NA,NA,516.75,NA
"RUS","2002",NA,NA,714.06,NA
"RUS","2003",NA,NA,765.65,NA
"RUS","2004",NA,NA,849.81,NA
"RUS","2005",NA,NA,930.11,NA
"RUS","2006",NA,NA,1260.7,NA
"RUS","2007",NA,NA,2418.2,NA
"RUS","2008",NA,NA,2119.17,NA
"RUS","2009",NA,NA,3573.36,NA
"RUS","2010",NA,NA,3344.29,NA
"RUS","2011",NA,NA,3200.74,NA
"RUS","2012",NA,NA,3125.52,NA
"RUS","2013",NA,NA,3304.92,NA
"RUS","2014",NA,NA,3270.74,NA
"RUS","2015",NA,NA,3039.95,NA
"RUS","2016",NA,NA,2954.23,NA
"RUS","2017",NA,NA,3513.38,NA
"RUS","2018",NA,NA,4734.24,NA
"SVK","1991",0.477697,0.5876,5736.05,NA
"SVK","1992",0.437125,0.5367,6263.57,NA
"SVK","1993",0.379292,0.4664,5224.81,NA
"SVK","1994",0.350431,0.4324,4988.56,11480.6854917065
"SVK","1995",0.306792,0.3781,4541.62,12363.5202936489
"SVK","1996",0.291666,0.3586,4622.22,13401.7860965169
"SVK","1997",0.263529,0.3246,4457.94,15227.4389783645
"SVK","1998",0.286206,0.3531,4643.74,15845.3258077263
"SVK","1999",0.315426,0.3894,4829.77,15511.6539850633
"SVK","2000",0.341102,0.42,5123.12,16080.0569555659
"SVK","2001",0.350582,0.4321,5273.87,16068.7064854123
"SVK","2002",0.340381,0.4179,5737.67,16913.1830828271
"SVK","2003",0.363109,0.4474,5925.1,17281.807472692
"SVK","2004",0.350976,0.4418,5980.63,17565.8637552184
"SVK","2005",0.346102,0.4322,6213.58,18706.242783276
"SVK","2006",0.346558,0.4453,6374.96,19326.0793307524
"SVK","2007",0.345496,0.4431,6773.91,20514.3873202058
"SVK","2008",0.336511,0.4282,6790.5,20718.3013342358
"SVK","2009",0.355309,0.4536,7344.42,21416.4517682614
"SVK","2010",0.369388,0.4568,7575.15,22359.7880991011
"SVK","2011",0.357787,0.4567,7509.77,22161.145244786
"SVK","2012",0.35777,0.4512,7481.61,21916.8050911766
"SVK","2013",0.359633,0.4554,7615.06,22082.4824065428
"SVK","2014",0.366506,0.451,7943.57,22510.8671166364
"SVK","2015",0.36909,0.473,8603.42,23343.9743397098
"SVK","2016",0.375166,0.4771,9217.37,24053.0532434343
"SVK","2017",0.38162,0.4796,9771.93,24719.5049539902
"SVK","2018",0.394015,0.4929,10518.39,25356.6822930888
"SVN","1995",NA,NA,8400.17,23337.726358869
"SVN","1996",NA,NA,8822.78,24544.076024541
"SVN","1997",NA,NA,9022.8,25880.3426908807
"SVN","1998",NA,NA,9084.96,26217.5674176381
"SVN","1999",NA,NA,9467.99,26697.1166221616
"SVN","2000",NA,NA,9586.65,27455.1110747223
"SVN","2001",NA,NA,10042.19,28565.5682716746
"SVN","2002",NA,NA,10417.69,28647.2480663159
"SVN","2003",NA,NA,10760.01,29246.6523894201
"SVN","2004",NA,NA,11112.98,30686.5862150333
"SVN","2005",0.43128,0.5117,11383.21,31855.1560295334
"SVN","2006",0.428455,0.5247,11481.32,32888.1299054263
"SVN","2007",0.414585,0.5077,11353.75,33606.5085912658
"SVN","2008",0.413592,0.5065,11610.88,34097.1682714636
"SVN","2009",0.414849,0.5081,11943.9,34435.8498219121
"SVN","2010",0.480324,0.5898,14083.36,35473.8145242064
"SVN","2011",0.493732,0.6063,14503.16,35340.7644739216
"SVN","2012",0.504881,0.62,14463.05,34227.6616446995
"SVN","2013",0.519311,0.6377,14595.86,33748.9301812652
"SVN","2014",0.494786,0.6002,14660.36,34282.4843671656
"SVN","2015",0.491247,0.5959,14775.89,34933.6477267953
"SVN","2016",0.482328,0.5851,14784.02,36153.4368991805
"SVN","2017",0.478106,0.5799,14838.03,36883.0055204703
"SVN","2018",0.484297,0.5874,15269.87,37321.9086709927
"SWE","1990",NA,NA,NA,28576.2498070392
"SWE","1991",NA,NA,NA,27195.8171155594
"SWE","1992",NA,NA,NA,28045.4173220765
"SWE","1993",NA,NA,NA,27712.8333937105
"SWE","1994",NA,NA,NA,28396.9856643887
"SWE","1995",NA,NA,NA,28450.2012737152
"SWE","1996",NA,NA,NA,30117.1630783941
"SWE","1997",NA,NA,NA,31329.7206076108
"SWE","1998",NA,NA,NA,32319.0024261265
"SWE","1999",NA,NA,NA,32992.6207356041
"SWE","2000",NA,NA,NA,33964.4213313847
"SWE","2001",NA,NA,NA,34287.2197032212
"SWE","2002",NA,NA,NA,34808.219209881
"SWE","2003",NA,NA,NA,35240.4933955025
"SWE","2004",NA,NA,NA,36310.7787163917
"SWE","2005",NA,NA,NA,37018.8522689722
"SWE","2006",NA,NA,NA,37913.3589869779
"SWE","2007",NA,NA,NA,39137.087703453
"SWE","2008",NA,NA,NA,39678.8303101755
"SWE","2009",NA,NA,NA,39938.3121151627
"SWE","2010",NA,NA,NA,40175.4247888686
"SWE","2011",NA,NA,NA,40680.5634143444
"SWE","2012",NA,NA,NA,41581.035681636
"SWE","2013",NA,NA,NA,42015.7606411142
"SWE","2014",NA,NA,NA,42444.0857777945
"SWE","2015",NA,NA,NA,43159.3923431633
"SWE","2016",NA,NA,NA,43735.7274231448
"SWE","2017",NA,NA,NA,43987.4903851589
"SWE","2018",NA,NA,NA,44196.2394518027
"TUR","1970",0.438243,0.8272,NA,NA
"TUR","1971",0.330381,0.6236,NA,NA
"TUR","1972",0.329289,0.6215,NA,NA
"TUR","1973",0.372657,0.7034,NA,NA
"TUR","1974",0.376674,0.711,NA,NA
"TUR","1975",0.354782,0.6696,NA,NA
"TUR","1976",0.338537,0.639,NA,NA
"TUR","1977",0.304641,0.575,NA,NA
"TUR","1978",0.36874,0.696,NA,NA
"TUR","1979",0.33585,0.6339,NA,NA
"TUR","1980",0.251241,0.4742,NA,NA
"TUR","1981",0.265758,0.5016,NA,NA
"TUR","1982",0.233169,0.4401,NA,NA
"TUR","1983",0.272023,0.5134,NA,NA
"TUR","1984",0.275862,0.5207,NA,NA
"TUR","1985",0.254192,0.4798,NA,NA
"TUR","1986",0.273538,0.5163,NA,NA
"TUR","1987",0.259398,0.4896,NA,NA
"TUR","1988",0.27627,0.5214,NA,NA
"TUR","1989",0.205104,0.3871,NA,NA
"TUR","1990",0.197205,0.3722,NA,NA
"TUR","1991",0.162795,0.3072,NA,NA
"TUR","1992",0.176427,0.333,NA,NA
"TUR","1993",0.184198,0.3476,NA,NA
"TUR","1994",0.186363,0.3517,5609.34,NA
"TUR","1995",0.204751,0.3864,5437.29,NA
"TUR","1996",0.250363,0.4725,6467.4,NA
"TUR","1997",0.272482,0.5143,7152.91,NA
"TUR","1998",0.242349,0.4574,6371.56,NA
"TUR","1999",0.286826,0.5414,8169.74,NA
"TUR","2000",0.242695,0.4581,7022.35,NA
"TUR","2001",0.2438,0.4601,6056.07,NA
"TUR","2002",0.282043,0.5323,6490.01,NA
"TUR","2003",0.310358,0.5858,6907.28,NA
"TUR","2004",0.392147,0.7402,9012.12,NA
"TUR","2005",0.394397,0.7444,9389.92,NA
"TUR","2006",0.384279,0.7253,9309.24,NA
"TUR","2007",0.379009,0.7154,9248.87,NA
"TUR","2008",0.375641,0.709,9101.11,NA
"TUR","2009",0.377552,0.7126,9334.26,NA
"TUR","2010",0.385077,0.6977,9423.35,NA
"TUR","2011",0.393907,0.7137,9706.19,NA
"TUR","2012",0.402549,0.7293,9969.51,NA
"TUR","2013",0.398587,0.7222,10153.29,NA
"TUR","2014",0.393432,0.6896,10282.93,NA
"TUR","2015",0.398897,0.6991,11031.61,NA
"TUR","2016",0.424599,0.7442,13237.78,NA
"TUR","2017",0.419329,0.735,12854.16,NA
"TUR","2018",0.404645,0.7092,12616.02,NA
"USA","1960",NA,0.4694,17660.26,NA
"USA","1961",NA,0.4816,18346.83,NA
"USA","1962",NA,0.5088,19856.12,NA
"USA","1963",NA,0.5086,20178.74,NA
"USA","1964",NA,0.5208,21049.26,NA
"USA","1965",NA,0.498,20720.8,NA
"USA","1966",NA,0.4789,20114.33,NA
"USA","1967",NA,0.5091,21724.54,NA
"USA","1968",NA,0.5505,23772.73,NA
"USA","1969",NA,0.528,22781.01,NA
"USA","1970",NA,0.4923,21524.37,NA
"USA","1971",NA,0.4637,20638.41,NA
"USA","1972",NA,0.4444,19984.46,NA
"USA","1973",0.365296,0.402,18821.7,NA
"USA","1974",0.397872,0.442,19774.5,NA
"USA","1975",0.409356,0.4535,20380.95,NA
"USA","1976",0.423572,0.4665,21109.3,NA
"USA","1977",0.393162,0.4339,19820.63,NA
"USA","1978",0.424,0.4665,21217.69,NA
"USA","1979",0.423357,0.4754,20870.5,NA
"USA","1980",0.417227,0.4661,19647.73,NA
"USA","1981",0.416149,0.4646,19243.47,NA
"USA","1982",0.38818,0.4339,18131.73,NA
"USA","1983",0.372636,0.4339,17567.39,NA
"USA","1984",0.356382,0.4105,16843.05,NA
"USA","1985",0.342185,0.3841,16266.31,NA
"USA","1986",0.329724,0.3747,15963.32,NA
"USA","1987",0.317535,0.3606,15399.01,NA
"USA","1988",0.307057,0.3453,14795.68,NA
"USA","1989",0.285349,0.336,14114.38,NA
"USA","1990",0.299756,0.3561,14740.65,45736.1458733889
"USA","1991",0.323185,0.3854,15867.53,46046.5683473717
"USA","1992",0.322948,0.3825,15819.82,47113.6977898928
"USA","1993",0.3125,0.3673,15366.26,46843.155889022
"USA","1994",0.286581,0.3638,14975.78,46663.0261663642
"USA","1995",0.287162,0.3547,14567.11,46934.6571321225
"USA","1996",0.28759,0.3575,14568.52,47614.6567496018
"USA","1997",0.307304,0.3879,15889.27,48796.8693283286
"USA","1998",0.309309,0.3937,16501.34,50805.13643281
"USA","1999",0.296829,0.375,16148.02,52135.4038572558
"USA","2000",0.285318,0.3576,15620.54,53903.8214604086
"USA","2001",0.270625,0.3449,15191.21,54359.7228285756
"USA","2002",0.262755,0.3388,14954.03,54787.7128380292
"USA","2003",0.257114,0.3322,14622.1,55459.6798617824
"USA","2004",0.249636,0.3228,14240.84,56489.5859783884
"USA","2005",0.244888,0.3163,13773.53,56556.6669767993
"USA","2006",0.236781,0.3069,13343.09,57453.9839509327
"USA","2007",0.234536,0.3141,13745.68,58597.2931724803
"USA","2008",0.253706,0.3412,14935.61,58400.8692610834
"USA","2009",0.269548,0.3712,16693.09,58872.6075559865
"USA","2010",0.284313,0.3881,17365.72,59476.6360313189
"USA","2011",0.279598,0.3833,16834.29,59562.4746879543
"USA","2012",0.271739,0.3774,16492.99,60047.2052094636
"USA","2013",0.267527,0.3735,16254.89,59765.757185802
"USA","2014",0.26625,0.3665,15995.41,60617.9720234069
"USA","2015",0.251911,0.3583,15976.45,62106.2952254898
"USA","2016",0.248287,0.3485,15777.41,62153.1240100282
"USA","2017",0.242881,0.3372,15448.34,62727.4359508054
"USA","2018",0.232,0.3273,15080,63093.0146425662
